"","1","1","1","1","1","1","1","1","1"
"10534",1,1,0,0,0,0,0,0,1
"10668",1,0,0,0,0,0,0,0,0
"10858",2,2,2,0,2,0,2,0,0
"12149",1,0,1,0,0,0,0,1,0
"12251",1,0,0,0,0,0,2,0,0
"12721",2,0,2,0,0,0,0,1,0
"13046",1,0,0,0,1,0,0,0,0
"13487",1,0,0,0,0,0,0,0,0
"13553",1,0,0,0,0,0,0,0,0
"13897",1,0,0,0,1,0,0,0,1
"13908",1,1,0,1,1,0,0,1,1
"14108",1,0,1,0,0,0,0,0,1
"14183",1,0,0,0,1,0,0,1,0
"14198",1,0,0,1,0,0,0,1,0
"14219",1,0,0,1,0,0,1,0,0
"14683",2,0,2,1,0,1,0,1,0
"15319",2,0,0,2,0,0,1,0,0
"15327",1,0,0,0,1,0,1,0,0
"15747",1,0,0,0,0,1,1,0,0
"16092",1,0,0,2,1,0,0,0,0
"16143",2,0,0,0,0,0,0,1,0
"16181",1,0,0,0,0,2,2,1,0
"16204",1,0,1,0,0,0,1,0,1
"16212",1,0,0,0,0,1,0,0,0
"16279",1,0,0,1,0,0,0,0,1
"16503",1,0,0,0,1,0,0,1,0
"16525",2,0,0,0,0,1,1,0,2
"16533",1,0,1,1,0,0,1,1,1
"16659",2,0,0,2,0,0,0,0,0
"16667",1,0,0,0,0,0,2,0,0
"16668",1,1,0,1,0,1,0,0,0
"16886",1,1,0,0,0,0,0,0,2
"16940",1,0,0,1,0,0,1,1,0
"17043",2,0,0,0,0,2,0,0,0
"17124",1,0,1,1,0,0,0,0,0
"17143",1,0,0,0,1,0,0,0,0
"17148",1,1,0,1,0,1,1,1,1
"17150",2,0,0,1,0,0,0,0,0
"17401",2,2,0,0,2,0,1,0,0
"17463",1,1,1,0,0,1,0,2,0
"17476",1,0,1,1,1,0,1,1,0
"17500",1,0,0,0,2,0,0,2,0
"17629",1,0,0,0,1,0,0,0,0
"17715",1,0,1,1,0,0,1,1,0
"17779",1,0,0,0,0,0,0,0,0
"17785",1,1,0,0,1,0,2,0,0
"17810",2,0,1,0,0,0,0,0,1
"17816",1,0,1,0,1,0,0,0,2
"17870",1,0,0,0,0,0,0,0,0
"17871",1,1,1,0,0,1,0,0,1
"18021",1,0,0,0,0,0,0,1,0
"18059",2,0,2,0,2,0,1,1,0
"18087",1,1,0,1,1,1,1,0,0
"18119",1,0,1,0,0,0,0,0,0
"18142",1,1,0,0,0,0,0,0,0
"18165",1,0,0,0,0,0,0,0,0
"18308",2,2,0,0,0,0,0,1,0
"18328",1,1,0,1,0,1,0,0,0
"18349",1,0,1,0,2,0,2,0,2
"18436",1,0,0,1,0,0,0,0,0
"18451",2,1,1,0,1,1,1,1,0
"18537",1,0,0,0,0,0,0,0,0
"18554",1,0,0,1,0,1,0,0,2
"18609",2,0,0,2,0,2,0,0,2
"18623",2,0,0,0,0,0,2,2,1
"18635",2,0,0,0,0,0,0,0,0
"18725",1,0,1,0,1,0,0,0,0
"18744",1,0,0,0,0,0,2,0,2
"18757",2,0,0,1,0,0,1,0,0
"18807",1,0,0,0,0,0,2,0,0
"18824",1,1,1,0,0,0,1,0,0
"18856",1,1,0,0,0,0,0,0,0
"18861",1,1,0,1,0,1,0,0,0
"18884",2,0,0,0,0,0,0,0,1
"18905",1,1,0,1,0,0,0,1,0
"18987",1,0,0,0,0,0,0,0,0
"19001",1,0,0,0,2,0,0,0,0
"19014",1,1,0,0,0,0,1,0,1
"19029",1,0,0,0,0,1,0,0,0
"19030",1,0,0,0,0,1,0,0,0
"19038",2,0,2,2,2,0,0,0,0
"19043",1,1,0,0,0,0,1,1,0
"19073",2,0,0,0,1,0,0,0,0
"19092",1,1,0,0,0,0,0,1,1
"19099",2,0,0,0,0,1,0,0,0
"19111",1,0,0,0,0,0,0,0,0
"19129",2,0,1,0,1,0,1,0,0
"19135",1,1,0,0,0,0,0,0,0
"19138",1,1,0,1,1,0,0,0,0
"19186",1,1,1,0,1,1,0,1,0
"19188",1,0,0,1,0,0,1,0,0
"19217",1,0,0,0,2,1,1,0,1
"19260",1,0,0,0,0,0,0,1,0
"19311",1,1,0,0,1,0,0,1,0
"19335",1,0,0,0,0,1,0,2,0
"19357",1,1,1,1,1,0,0,0,0
"19358",1,1,0,0,1,1,1,0,0
"19385",1,1,1,0,0,0,0,0,1
"19402",1,1,0,0,0,0,0,1,0
"19411",1,0,0,0,0,0,0,1,1
"19441",2,0,1,0,0,0,0,1,0
"19443",1,0,0,0,0,0,0,0,0
"19470",1,0,0,1,0,0,0,0,2
"19547",1,0,1,0,0,0,0,0,0
"19559",1,0,0,0,0,0,2,2,0
"19560",2,0,0,0,0,0,0,0,1
"19602",1,0,0,0,1,0,1,1,0
"19609",1,1,0,0,0,0,0,0,0
"19636",2,0,0,0,0,1,0,1,1
"19640",1,1,0,0,0,0,0,0,0
"19674",1,1,0,0,1,1,0,0,1
"19689",1,1,1,0,0,0,0,0,0
"19712",1,0,1,2,0,0,0,0,1
"19756",1,0,0,0,0,0,0,0,0
"19780",2,0,0,0,2,0,0,0,0
"19807",2,0,0,0,0,0,0,0,0
"19935",2,1,0,1,1,1,0,2,0
"19972",1,0,0,0,0,2,2,0,0
"20000",2,0,0,0,2,0,0,0,0
"20012",1,0,0,0,0,0,0,0,0
"20020",1,0,0,0,0,0,0,0,0
"20032",2,0,0,0,1,0,0,1,0
"20044",1,0,1,1,0,0,0,1,0
"20081",1,0,1,1,0,0,0,0,0
"20110",1,1,0,0,0,1,0,1,0
"20118",1,0,0,0,0,0,1,0,1
"20155",1,1,0,0,1,0,0,0,0
"20165",1,1,0,0,0,0,0,1,1
"20184",2,2,0,0,0,0,0,1,2
"20197",1,0,0,0,0,0,0,0,2
"20198",1,1,0,0,0,0,0,0,0
"20210",2,0,0,0,0,2,0,2,0
"20222",2,0,0,2,0,0,0,0,0
"20232",2,0,0,0,0,1,0,0,0
"20257",1,1,0,1,1,0,0,0,0
"20270",1,0,0,1,0,1,1,0,1
"20273",2,0,1,0,0,1,0,0,0
"20275",1,1,0,0,0,0,0,0,0
"20277",1,2,2,0,2,0,0,0,0
"20288",1,0,0,0,0,1,1,0,0
"20290",1,0,0,0,2,0,0,0,2
"20295",1,1,1,0,1,0,0,0,1
"20344",1,0,0,0,0,1,0,0,0
"20355",1,1,0,0,1,0,0,1,0
"20361",1,0,0,0,0,1,0,0,0
"20365",1,0,1,1,0,0,1,0,1
"20391",1,0,0,0,0,0,0,1,0
"20397",1,1,0,0,0,0,1,1,1
"20414",1,0,0,0,1,1,1,1,1
"20426",1,0,1,0,0,1,0,1,1
"20443",2,2,1,0,0,1,0,0,0
"20463",1,0,0,0,0,0,1,0,0
"20467",1,0,0,0,0,0,0,0,0
"20469",1,0,0,0,2,0,1,0,0
"20500",1,1,0,1,0,1,0,0,1
"20543",1,1,1,0,2,0,0,1,0
"20553",1,0,0,1,0,1,1,0,0
"20559",2,2,0,0,0,0,0,0,0
"20571",1,1,1,1,1,0,0,0,0
"20586",1,0,1,0,0,0,0,0,0
"20588",1,0,0,0,0,0,0,0,0
"20597",1,0,0,0,1,0,0,1,1
"20598",1,1,0,0,0,0,0,1,1
"20618",1,0,1,2,0,2,2,0,1
"20619",1,1,0,0,1,0,0,1,0
"20626",1,0,0,0,0,1,0,0,0
"20632",1,1,0,0,0,2,0,0,2
"20637",1,1,0,0,1,0,1,0,0
"20668",1,0,0,1,0,0,0,0,1
"20672",2,0,0,0,0,2,0,0,0
"20681",2,0,0,1,1,1,0,1,0
"20703",2,0,0,0,0,0,0,0,0
"20715",1,1,1,1,0,1,0,1,1
"20721",2,0,0,0,2,0,2,2,2
"20724",1,0,0,0,0,0,0,2,2
